State,agi_stub,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N05800,A05800,N09600,A09600,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N06500,A06500,N10300,A10300,N11901,A11901,N11902,A11902
IA,3,"298,780","189,570","49,980","54,640","180,400","468,970","139,030","5,158,812","298,780","5,261,813","238,050","3,822,533","76,340","84,734","38,300","71,022","34,160","39,573","11,750","5,696","34,580","247,568","28,180","23,609","29,360","163,851","56,620","523,022","8,400","30,220","161,168","24,480","37,157","6,060","12,674","60,570","103,000","1,450",312,200,987,"8,180","33,831","2,720","7,890","23,210","19,618","2,470","5,982","1,550","2,376","29,880","451,874","11,620","15,050","17,020","11,946","22,800","50,317","29,520","84,135","12,480","58,207","21,300","41,797","212,520","1,432,851","208,380","151,613",70,240,"67,400","23,028","3,610",107,"5,080","1,601","19,470","10,941","26,930","4,164","16,630","5,825","1,360",252,"31,130","43,629","274,560","752,609","88,150","265,608","78,210","244,987","65,270","86,454","17,730","14,393","170,730","128,587","192,740","174,774","30,250","26,956","254,130","602,401"
IA,4,"351,460","181,210","110,950","52,640","226,730","666,580","205,050","12,770,079","351,460","12,989,679","304,840","10,082,010","118,180","127,409","58,020","121,359","52,390","74,514","52,030","28,093","43,690","336,876","42,810","70,303","36,890","288,548","70,340","978,381","15,380","35,640","172,565","65,820","413,392","11,930","54,550","98,610","219,600","5,760","1,317",630,"4,433","12,580","60,220","8,560","32,772","49,870","49,003","2,560","5,163","3,750","7,074","79,140","1,102,033","61,840","111,844","16,540","16,163","67,280","147,379","78,900","292,166","52,940","255,989","53,800","117,432","340,000","6,893,057","337,380","847,096",70,197,"138,250","116,649","10,950",561,"16,920","8,301","23,560","23,137","50,840","9,683","74,920","72,084","6,730","1,921","37,610","73,530","340,510","1,463,620","65,970","118,530","52,940","98,381","53,070","82,515","16,500","13,966","286,290","730,449","301,390","813,006","49,830","77,492","293,290","718,608"
IA,5,"216,670","61,970","137,580","14,760","152,750","515,900","161,690","13,370,706","216,670","13,583,507","190,500","10,161,778","107,210","126,653","55,450","139,777","50,660","91,454","65,640","44,730","36,940","314,036","41,580","110,191","29,080","302,981","54,510","994,304","14,840","21,130","100,481","47,670","683,485","13,480","108,239","79,870","212,801","7,840","1,883",980,"8,278","10,060","53,860","8,100","37,410","37,150","35,473","2,600","4,726","4,400","8,328","85,820","1,682,000","77,750","225,296","7,750","9,794","77,830","194,361","85,720","453,491","65,460","362,766","65,520","165,604","215,700","8,648,647","214,990","1,185,804",190,410,"102,100","155,743","12,480",858,"19,590","9,930","20,720","26,196","15,490","2,718","67,030","110,366","8,110","3,418","32,840","76,182","212,370","1,438,147",120,3,60,2,"10,150","13,772","15,330","14,364","204,300","1,030,069","208,290","1,117,285","51,840","124,627","158,360","433,087"
IA,6,"142,750","17,710","120,540","3,810","101,580","389,340","126,100","12,344,787","142,750","12,539,295","127,610","9,284,516","86,370","112,122","47,430","138,326","43,730","96,822","63,200","51,755","25,950","257,225","35,660","132,381","21,450","300,246","39,500","886,780","12,240","11,120","51,011","30,960","587,330","13,390","164,787","59,840","194,508","8,350","2,129","1,350","14,981","7,680","45,778","6,230","30,343","27,440","29,088","1,620","2,842","4,320","9,906","79,690","1,438,328","76,040","318,881","3,490","5,598","75,340","215,880","79,630","568,386","65,730","415,214","66,710","193,445","142,560","8,685,335","142,220","1,226,790",310,646,"74,330","135,790","11,440",998,"18,570","10,010","18,700","25,199",0,0,"50,780","92,605","6,490","3,794","24,190","72,862","140,620","1,371,250",0,0,0,0,"1,050","1,631","13,690","13,716","140,920","1,091,003","141,530","1,174,326","38,750","134,712","99,270","318,463"
IA,7,"150,840","12,210","135,860","2,320","106,480","439,050","152,410","19,780,232","150,840","20,145,558","135,370","14,175,961","109,320","190,702","69,600","304,819","65,080","228,902","90,770","102,560","29,240","515,702","55,670","444,417","24,240","497,188","40,900","1,184,237","15,480","6,800","33,788","30,000","635,642","25,390","661,765","69,930","365,325","11,530","3,046","4,080","69,554","12,160","85,918","5,680","30,739","22,940","22,095","5,610","10,460","7,900","26,629","121,980","2,754,418","119,530","830,461","2,350","5,180","116,310","420,582","121,960","1,311,113","100,090","711,002","110,610","429,633","150,770","15,009,662","150,610","2,555,455","3,200","7,011","80,300","121,609","19,940","3,808","19,670","9,458","19,870","30,198",0,0,"40,660","61,253","7,320","7,461","30,710","146,999","148,390","2,580,417",0,0,0,0,260,471,"18,510","19,177","150,170","2,433,850","150,410","2,598,687","59,950","384,437","83,850","327,758"
IA,8,"32,060","2,960","28,520",470,"26,200","92,270","31,720","9,175,675","32,060","9,428,640","27,390","4,944,552","28,550","126,046","21,750","281,578","20,810","234,336","13,180","33,035","7,890","369,989","20,760","754,224","6,100","208,729","7,890","295,566","5,140",640,"4,007","7,320","168,006","13,540","1,166,608","15,990","252,964","1,150",278,"2,860","81,493","6,560","58,558",760,"7,151",0,0,0,0,"4,110","32,506","29,690","1,205,087","28,690","469,107",970,"2,592","27,290","151,299","29,680","641,031","20,050","199,492","28,010","256,787","32,040","7,592,746","32,040","1,794,148","21,420","118,419","13,470","20,606","9,100","8,838","2,680","1,173",0,0,0,0,20,16,"1,390","3,356","10,680","87,544","31,080","1,631,598",0,0,0,0,0,0,0,0,"32,010","1,773,690","32,030","1,867,011","17,630","373,977","10,480","83,731"
IA,9,"5,350",540,"4,710",80,"4,850","15,420","5,370","3,610,521","5,350","3,689,022","4,490","1,528,753","5,130","54,206","4,310","153,776","4,180","131,161","1,600","10,611","1,420","100,848","4,470","591,606","1,130","65,915","1,110","37,662",880,40,238,"1,250","29,882","3,540","805,986","3,330","78,500",100,24,530,"19,050","1,650","17,156",140,"1,321",0,0,0,0,"1,060","22,208","5,100","416,465","4,910","187,539",190,544,"4,690","39,101","5,100","232,910","2,910","39,149","4,890","101,535","5,350","3,133,424","5,350","857,821","4,010","44,643","3,000","10,471","2,420","4,597",240,124,0,0,0,0,0,0,200,764,"2,100","19,387","5,220","784,211",0,0,0,0,0,0,0,0,"5,350","847,350","5,350","867,909","2,870","142,046","1,360","24,902"
IA,10,"2,400",280,"2,050",40,"2,280","6,460","2,020","6,592,574","2,400","6,702,568","2,010","1,278,615","2,350","131,199","2,080","422,649","2,020","390,702","1,230","29,836",690,"63,589","2,170","1,792,114",590,"72,194",550,"38,623",360,10,111,640,"16,133","1,900","2,222,381","1,680","109,994",20,3,170,"5,672",900,"9,364",60,555,0,0,0,0,750,"84,453","2,320","667,840","2,260","317,360",60,151,"2,150","25,887","2,320","345,918","1,090","16,197","2,240","226,242","2,390","5,900,162","2,390","1,608,540",800,"22,226","1,640","28,910","1,290","11,432",70,38,0,0,0,0,0,0,110,688,"1,020","10,142","2,350","1,534,458",0,0,0,0,0,0,0,0,"2,390","1,579,630","2,390","1,590,795","1,170","193,102",490,"25,041"
KS,0,"1,323,740","589,950","557,350","155,860","747,790","2,672,100","885,740","78,767,293","1,320,600","80,120,379","1,105,600","53,934,152","487,790","883,258","273,910","2,375,311","249,720","2,010,866","213,040","217,692","194,330","2,407,914","226,810","4,151,097","146,470","2,112,639","267,160","4,728,253","57,270","82,030","445,596","175,020","2,210,130","81,990","4,944,584","356,480","1,308,535","36,230","9,075","8,690","165,641","50,310","315,939","25,760","114,666","119,860","115,981","24,050","46,566","11,280","131,823","394,920","9,806,731","317,300","2,429,406","73,360","121,366","356,200","1,129,544","393,690","3,866,297","293,900","2,065,539","322,210","1,987,637","1,009,000","54,684,445","1,000,340","10,201,063","31,420","220,982","433,340","535,880","64,850","40,299","61,860","31,672","94,520","94,919","76,740","12,932","235,400","309,720","22,410","9,330","168,420","454,900","1,231,880","11,946,389","221,240","487,372","194,470","440,984","169,220","233,495","82,000","70,734","894,270","9,665,192","957,640","10,180,784","239,010","1,324,930","995,640","2,592,292"
KS,1,"17,570","10,320","6,140",730,"12,640","27,030","4,770","-1,346,296","14,430","-1,328,447","4,870","126,937","7,430","36,582","4,680","25,438","4,220","19,383",620,"1,852","5,950","-111,641","6,620","75,911","1,600","25,588","2,480","25,249","3,250",260,"1,625",20,97,"3,000","-303,647","4,500","17,849",70,17,30,362,"1,370","6,878",100,448,700,742,760,"2,560",140,"1,531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,"1,225",60,"1,211",60,42,0,0,0,0,10,10,10,6,10,14,0,0,"2,500","4,645","7,490","33,925","1,660","1,863","1,090","1,289",750,"1,151","1,050",943,50,"1,183","2,870","6,478","1,680","2,866","6,340","21,246"
KS,2,"218,760","178,030","19,170","19,270","107,300","208,230","47,800","1,102,836","218,760","1,139,017","162,430","857,670","49,230","26,277","23,570","24,814","20,920","14,223","2,510","1,118","21,750","70,427","18,850","1,902","12,650","41,062","26,250","109,019","3,630","6,750","22,807",440,"1,835","2,590","-3,235","28,500","36,181",290,58,50,192,"2,990","10,763",370,"1,123","3,590","2,825","4,050","11,360",210,232,"9,230","150,451","1,770","3,790","6,470","5,708","6,230","14,096","8,890","27,255","3,470","18,812","5,550","7,479","28,320","45,955","26,130","4,703",20,188,"1,610",83,890,21,0,0,400,48,120,5,20,5,0,0,"19,480","12,597","175,010","152,155","58,640","67,538","53,630","61,886","20,290","12,816","8,900","7,350","25,540","4,620","46,260","17,959","15,110","5,985","166,010","139,484"
KS,3,"285,950","169,940","51,610","59,090","151,880","485,970","163,240","4,922,510","285,950","5,005,839","230,900","3,752,720","61,690","58,639","30,460","57,980","27,030","34,327","7,620","3,694","32,490","242,153","23,450","24,245","25,010","150,375","49,590","479,273","6,620","23,550","131,495","21,020","34,962","5,040","4,634","51,350","83,329","1,650",359,160,629,"5,960","24,362","1,990","5,603","15,280","12,690","3,240","6,863",500,540,"25,640","403,922","7,190","10,295","17,250","18,197","19,240","41,944","25,280","80,094","11,550","59,150","17,820","41,454","193,660","1,277,295","190,330","134,985",70,137,"62,020","21,367","2,940",91,"3,910","1,327","18,880","10,036","21,950","3,371","18,120","6,279",820,155,"28,930","40,456","264,610","750,647","91,500","287,518","82,460","266,632","75,040","103,136","17,280","13,625","153,320","113,620","175,170","156,392","27,340","23,128","245,280","615,102"
KS,4,"314,760","146,420","107,080","53,340","173,680","650,880","229,770","11,376,029","314,760","11,539,243","275,440","9,169,236","89,410","80,353","44,460","99,619","39,910","62,841","31,540","16,287","38,100","309,215","34,770","56,331","30,720","266,129","59,020","857,914","11,060","23,080","131,676","53,910","344,882","9,450","46,135","78,990","163,213","7,200","1,682",490,"3,156","8,970","43,304","6,100","21,643","34,730","33,625","3,560","6,199","1,170","1,636","62,490","921,409","39,720","75,103","21,780","31,088","52,310","114,434","62,210","237,838","42,200","223,208","43,820","115,315","301,600","5,880,580","299,520","719,214",70,227,"131,970","113,078","8,570",430,"13,640","7,002","23,980","21,626","42,490","7,587","79,620","74,682","4,100","1,071","31,860","61,764","306,570","1,295,355","69,320","130,450","57,220","111,175","61,950","100,564","15,870","12,863","242,690","606,141","256,630","675,392","45,770","67,955","262,600","678,544"
KS,5,"185,900","52,820","115,090","15,100","111,340","449,600","148,720","11,468,793","185,900","11,632,080","163,220","8,833,391","82,140","85,458","43,540","123,748","39,490","81,963","44,250","28,031","31,680","289,468","35,040","96,926","25,470","308,327","46,810","899,745","10,500","13,690","74,275","39,580","577,501","10,670","85,356","64,200","163,287","7,830","1,944",730,"6,102","7,390","40,048","6,140","26,127","27,200","26,130","3,380","5,438","1,480","3,291","73,000","1,268,414","58,520","170,923","13,940","26,046","65,540","159,110","72,870","380,732","55,950","329,650","56,190","171,904","185,000","7,375,271","184,380","1,015,436",250,372,"87,260","133,092","10,350",809,"13,800","7,229","18,630","20,790","12,170","1,963","59,820","99,132","5,160","1,664","26,230","59,088","182,430","1,235,822",110,3,80,2,"9,950","13,902","12,630","10,988","174,230","882,344","177,560","951,275","43,710","101,041","137,000","373,838"
KS,6,"119,520","16,830","97,240","4,530","71,540","324,220","107,510","10,345,013","119,520","10,487,403","106,580","7,899,854","65,860","72,663","37,090","121,357","33,840","84,962","41,810","29,736","22,870","252,497","29,730","109,732","18,940","306,968","33,440","778,602","7,970","7,630","41,983","25,170","481,710","10,250","118,827","47,400","142,390","8,020","2,127",800,"7,667","5,630","35,036","4,750","21,869","19,650","21,385","2,290","3,293","1,510","3,781","69,230","1,293,744","62,050","252,813","6,910","17,145","65,060","179,388","69,170","477,663","57,060","379,225","57,460","198,570","119,290","7,242,833","118,960","1,035,117",330,699,"61,020","108,024","9,370","1,174","12,500","6,832","15,700","18,449",0,0,"42,680","77,672","4,450","1,654","19,250","52,386","117,700","1,171,959",0,0,0,0,"1,030","1,588","10,590","9,690","117,840","927,093","118,350","989,238","30,780","100,182","84,830","270,756"
KS,7,"139,920","11,980","124,310","3,000","86,520","403,600","139,430","18,548,662","139,920","18,836,244","126,410","13,717,722","95,640","135,522","61,420","286,169","56,830","212,816","68,070","61,434","29,550","571,554","50,520","356,919","23,990","575,428","40,120","1,198,177","10,180","6,290","36,632","26,780","574,368","21,910","582,802","61,500","287,582","10,000","2,605","2,850","42,927","9,790","72,652","5,270","28,017","18,710","18,584","6,780","10,853","2,970","13,520","115,510","2,709,408","110,190","751,526","5,110","15,865","110,240","379,590","115,470","1,208,929","95,850","727,216","103,680","469,504","139,810","14,017,276","139,630","2,415,783","3,310","7,571","70,700","98,332","18,720","4,973","15,150","7,811","16,920","23,960",0,0,"35,110","51,911","6,350","2,899","26,410","109,359","137,730","2,508,726",0,0,0,0,210,338,"15,690","15,274","139,300","2,317,454","139,480","2,446,972","52,740","301,935","80,550","321,276"
KS,8,"32,860","2,830","29,230",630,"25,210","97,080","35,020","9,359,299","32,860","9,579,497","28,530","5,632,694","28,170","96,516","21,610","276,142","20,600","220,572","13,300","24,863","9,150","456,797","20,580","527,967","6,410","273,939","7,830","306,081","3,120",720,"4,728","6,420","151,605","13,150","1,161,926","14,820","220,198","1,100",263,"2,620","67,251","5,790","55,567",810,"7,458",0,0,0,0,"2,020","21,028","31,430","1,319,369","29,810","466,810","1,580","5,961","29,590","157,209","31,420","654,375","22,880","247,538","29,580","287,322","32,830","7,655,278","32,830","1,843,027","22,260","119,351","13,450","21,634","9,620","13,589","2,530","1,273",0,0,0,0,30,24,"1,290","1,022","10,180","73,713","31,990","1,737,387",0,0,0,0,0,0,0,0,"32,790","1,821,393","32,810","1,902,496","17,480","322,291","11,150","89,887"
KS,9,"5,690",500,"5,040",110,"5,050","17,260","6,530","3,851,549","5,690","3,934,900","4,860","1,884,785","5,430","56,788","4,590","183,541","4,450","156,840","1,850","8,934","1,770","148,497","4,660","415,484","1,110","70,168","1,060","43,014",600,40,298,"1,060","26,758","3,660","861,856","3,340","83,351",70,15,680,"25,611","1,490","16,455",160,"1,533",0,0,0,0,670,"17,450","5,590","490,829","5,340","200,795",240,"1,018","5,320","44,802","5,580","258,563","3,530","54,962","5,380","130,643","5,680","3,286,838","5,690","932,623","4,280","47,927","3,260","10,179","2,700","6,189",280,160,0,0,0,0,0,0,170,406,"2,330","21,861","5,560","859,059",0,0,0,0,0,0,0,0,"5,690","922,443","5,690","945,504","3,110","155,738","1,320","26,079"
KS,10,"2,820",290,"2,450",50,"2,650","8,240","2,970","9,138,897","2,820","9,294,603","2,370","2,059,144","2,780","234,460","2,500","1,176,504","2,440","1,122,940","1,470","41,743","1,020","178,947","2,590","2,485,680",570,"94,656",550,"31,178",350,10,78,620,"16,412","2,280","2,389,930","1,880","111,156",20,4,280,"11,745",950,"10,875",90,845,0,0,0,0,620,"68,815","2,800","1,249,185","2,730","497,350",70,338,"2,680","38,970","2,800","540,847","1,420","25,778","2,740","565,445","2,820","7,903,120","2,820","2,098,950",800,"43,300","1,990","30,049","1,690","13,024",60,38,0,0,0,0,0,0,70,460,"1,250","19,032","2,790","2,201,354",0,0,0,0,0,0,0,0,"2,820","2,068,900","2,820","2,089,077","1,290","243,809",560,"56,079"
